  X O OXX,-1.000000
OXX XXO X,-9.000000
 X O O  X,-1.000000
OXO O O  ,9.000000
OOOXXXX X,9.000000
  X O OXO,3.000000
OOX OO X ,4.000000
XXX  OOXO,-9.000000
OO X OOOO,9.000000
OO  XX   ,-1.000000
OOXXXOO  ,1.000000
 XX XXXO ,-9.000000
 OXXX OX ,-4.000000
OXO O O O,9.000000
OXO O O X,9.000000
 X O O  O,5.000000
 XOX XO  ,0.000000
XXOXXXOO ,-9.000000
XO XOOOXX,2.000000
 OO OXX X,1.000000
OX O OXOO,5.000000
O O XX   ,0.000000
XXXOO X O,-9.000000
OXXXOX   ,0.000000
XXOO  XX ,-3.000000
X  OOXXOO,1.000000
XOXXO O  ,2.000000
OX O OXOX,1.000000
XXXOO X X,-9.000000
XXOO  XXX,-9.000000
XO XOOOXO,4.000000
X  OOXXOX,-1.000000
  X O OX ,1.000000
OXXOXOX O,-9.000000
 OO OXX O,5.000000
OXXXOX  O,9.000000
OO X OOO ,9.000000
 OXXX OXO,-2.000000
OXXOXOX X,-9.000000
XXOO  XXO,1.000000
X OXOOOXO,9.000000
O OX OOO ,10.000000
 XX XXXOX,-9.000000
OXX XXO  ,-3.000000
 X O O   ,2.000000
OXOX X X ,-3.000000
 OXXX OXX,-6.000000
OOOXXXX  ,9.000000
X OXOOOXX,9.000000
X X OO  X,-1.000000
XOXXOOX O,-9.000000
O OOO X X,3.000000
XOXXOOX X,-9.000000
OO OO X X,3.000000
  X    XO,-2.000000
O OOO X O,9.000000
 X XO    ,0.000000
 XXOX XXX,-9.000000
X  OXX X ,-8.000000
OOXX  O  ,1.000000
XX X X  O,-6.000000
XX  OXOX ,-1.000000
  X    XX,-8.000000
OO OO X O,9.000000
X OXOOOOO,9.000000
XXOOX OX ,-9.000000
XX X X  X,-12.000000
XO XOOOO ,9.000000
OX X XO O,2.000000
 OXXX OO ,-2.000000
X  OOXXO ,0.000000
OX X XO X,-4.000000
XX  OXOXO,0.000000
X OXOOOO ,9.000000
X X OO  O,1.000000
XOOX  OX ,1.000000
 OXX  XX ,-8.000000
 XXOOXOXO,2.000000
O O OXX X,1.000000
OXX  XX O,-2.000000
XXOOX OXX,-9.000000
X X OO   ,0.000000
XX OOOXO ,9.000000
OOX OO OX,9.000000
 XXOX XX ,-9.000000
OOXX  O X,-2.000000
 XXOOXOXX,-9.000000
OX XX  OX,-4.000000
X XO  OOO,9.000000
OOXX  O O,4.000000
XOOX  OXX,-1.000000
  X    X ,-5.000000
 OXX  XXX,-9.000000
X XXX  XO,-10.000000
X XO  OOX,-4.000000
 XXOX XXO,-9.000000
XOOX  OXO,3.000000
 OXX  XXO,-4.000000
XXOOX OXO,-9.000000
  OOOX X ,4.000000
X XXX  XX,-9.000000
XOXXOOX  ,-9.000000
O O OXX O,9.000000
OX X XO  ,-1.000000
XX X X   ,-9.000000
OXX  XX  ,-6.000000
OX XX  X ,-9.000000
XOX OOXOX,9.000000
O OX OOXX,3.000000
  XXO OO ,3.000000
X  X OO  ,1.000000
 XO X  XO,-9.000000
OXO XO   ,1.000000
X XO  OX ,-4.000000
XX OOOXOO,9.000000
 XO X  XX,-9.000000
XX OOOXOX,9.000000
X X  XOXX,-9.000000
OOX OO O ,9.000000
 O OOX XO,5.000000
XXXX OOO ,-9.000000
 XX XXXX ,-9.000000
O X OOO  ,8.000000
  X XO XO,-5.000000
XXOX XXO ,-9.000000
 O OOX XX,-1.000000
OO X OOXX,3.000000
OO  OXX O,9.000000
OOX OO OO,9.000000
X OX O OX,-2.000000
XX   X O ,-5.000000
XX OO OOO,9.000000
 O OOX X ,2.000000
 OXXXOXXX,-9.000000
O  O XXOO,3.000000
  X XO X ,-7.000000
XXOX XXOO,-9.000000
OO  OXX X,0.000000
  OOOX XX,2.000000
X OX O OO,9.000000
  XXOOXO ,0.000000
X  X OO O,4.000000
OO X OOXO,7.000000
OXXO  X O,0.000000
O  O XXOX,-1.000000
XX OO OOX,1.000000
X XO OXX ,-6.000000
OXX  XX X,-9.000000
XO X O OX,-2.000000
X XXX  X ,-14.000000
OXXO  X X,-6.000000
X  X OO X,-2.000000
OX O OXX ,-1.000000
XO X O OO,4.000000
  OOOX XO,6.000000
O OX OOXO,9.000000
 OXXXOXXO,-9.000000
 X XO   O,3.000000
X  OXX XO,-4.000000
OO OO X  ,7.000000
XXXX OOOO,-9.000000
O X OOO O,9.000000
OO X OOX ,5.000000
XOX OOXO ,9.000000
OOXX OX O,1.000000
X  OXX XX,-9.000000
XX OO OO ,4.000000
O OX OOX ,6.000000
XXXX OOOX,-9.000000
O X  O  O,4.000000
OXO XO  X,-2.000000
XOOOXXO X,-9.000000
O X OOO X,5.000000
XXO XXOX ,-9.000000
XXOX XXOX,-9.000000
OXOX X OO,3.000000
OXOX X OX,-1.000000
X X  XOX ,-7.000000
XOOOXXO O,2.000000
 X XO   X,-3.000000
  XXOOXOO,1.000000
 OXXX OOO,9.000000
O X  O  X,0.000000
XXOOXOXXO,-9.000000
O OOO X  ,7.000000
OXOX X O ,1.000000
 OXXX OOX,-6.000000
  XXOOXOX,-1.000000
XXO XXOXO,-9.000000
X XO OXXO,-3.000000
X OXOOOOX,9.000000
XXOOXOXXX,-9.000000
XXO XXOXX,-9.000000
X X  XOXO,-4.000000
XX   X OX,-8.000000
OX O OXXO,3.000000
 OXXXOXX ,-9.000000
X XO OXXX,-9.000000
 XX XXXXX,-9.000000
XO X O O ,1.000000
XX   X OO,-2.000000
XO XOOOOO,9.000000
OXXO  X  ,-3.000000
OOXX OX X,-3.000000
OX O OXXX,-9.000000
OXO XO  O,9.000000
O  O XXO ,1.000000
 X XXXOXX,-9.000000
X OX O O ,2.000000
XOX OOXOO,9.000000
 XX XXXXO,-9.000000
XO XOOOOX,9.000000
 X XXXOXO,-9.000000
X XXOO   ,-3.000000
OOOO X  X,9.000000
 OXO O XO,3.000000
 OXO O XX,-1.000000
OOOOOXOO ,9.000000
 OXOXXX X,-9.000000
OXOXOOX  ,3.000000
O  OO   O,9.000000
 XOOXOOO ,5.000000
 OX   XXX,-9.000000
 OXOXXX O,-9.000000
 X XXOX O,-5.000000
O  OO   X,5.000000
OOXXOO OO,9.000000
XO OXXXXX,-9.000000
XXOOX OO ,1.000000
 X XXOX X,-11.000000
OOXXOO OX,9.000000
XXOOXOXX ,-9.000000
X X  XOO ,-3.000000
X OOXXXXO,-2.000000
OOX   O X,1.000000
 XXO X X ,-7.000000
XO OXXXXO,-2.000000
OOOO X  O,9.000000
X OOXXXXX,-9.000000
OOX   O O,7.000000
X XOXOOX ,-6.000000
 X  O  OX,0.000000
 X X XXOO,-5.000000
X XOXOOXX,-9.000000
 O OOX O ,9.000000
OOOO X   ,9.000000
 X X XXOX,-9.000000
X XOXOOXO,-4.000000
 OXOXXX  ,-9.000000
XOX O OOO,9.000000
 OOOX   O,6.000000
 OXO O X ,1.000000
XXOOX OOX,-9.000000
  X OOXOO,4.000000
OXOXOOX X,-2.000000
XOX XO O ,-4.000000
  X OOXOX,2.000000
O  OO    ,9.000000
 OOOX   X,0.000000
OXOXOOX O,9.000000
OO  OXX  ,4.000000
 X XXOX  ,-8.000000
OOXXOO O ,9.000000
XXOOX OOO,9.000000
  OOOX O ,8.000000
XOX O OO ,9.000000
 O O XXO ,1.000000
O O OXX  ,4.000000
 O OOX OX,9.000000
X O  O XX,-4.000000
XX OO OXX,1.000000
  X XO OX,-5.000000
   XXXX  ,-9.000000
  OOOX OO,10.000000
XXOXOX OO,2.000000
 X  O  O ,3.000000
XX OO OXO,3.000000
 OO XX  X,-3.000000
  OO XXO ,2.000000
O XXX OXX,-6.000000
  XX    X,-8.000000
  X XO OO,-1.000000
XXOX XXX ,-9.000000
XOX OOXXO,0.000000
X XO  OO ,0.000000
  X OOXO ,3.000000
XXOXOX OX,0.000000
 XXXXXXO ,-9.000000
X O  O XO,9.000000
XOOOOX OX,9.000000
O XXX OXO,-4.000000
XOX OOXXX,-9.000000
 XOXX  O ,-2.000000
  XX    O,-2.000000
X XO OXO ,-2.000000
 X  XOX  ,-7.000000
 OO XX  O,1.000000
XOOOOX OO,9.000000
O XXXOXXX,-9.000000
 X OOOO  ,9.000000
XOX O OOX,9.000000
 XOXX  OO,1.000000
 OOOX    ,3.000000
OX OOO X ,9.000000
 X  XOX O,-4.000000
  OOOX OX,6.000000
 X X XXO ,-7.000000
 OO XX   ,-1.000000
O XXXOXXO,-9.000000
 X  O  OO,6.000000
XXO XXOO ,-2.000000
X O  O X ,0.000000
 O OOX OO,9.000000
OXO     X,0.000000
O XXX OX ,-5.000000
OX OOO XO,9.000000
XXOX XXXX,-9.000000
XXOOXOXOO,9.000000
XXO XXOOO,9.000000
X XXOO  X,-4.000000
OXOXO O  ,9.000000
OXO     O,6.000000
XXOOXOXOX,-9.000000
X XO OXOO,-1.000000
XOOOOX O ,9.000000
XO   O X ,-1.000000
OX  X  O ,0.000000
 XXO X OX,-9.000000
XXXX OOXO,-9.000000
 XOXX  OX,-5.000000
XX  OXOXX,-2.000000
X XO OXOX,-3.000000
 OX   XX ,-6.000000
XX OO OX ,2.000000
  X XO O ,-3.000000
XXOX XXXO,-9.000000
 X OOOO O,9.000000
X XXOO  O,-2.000000
XO OXXXX ,-7.000000
OX  X  OO,2.000000
XOX OOXX ,-2.000000
 OX   XXO,-2.000000
X X  XOOX,-9.000000
 X OOOO X,9.000000
   XXXX O,-9.000000
XXXX OOX ,-9.000000
X OOXXXX ,-6.000000
X X  XOOO,9.000000
XXO XXOOX,-9.000000
OX OOO XX,9.000000
  XX     ,-5.000000
XO   O XX,-4.000000
OX  X  OX,-2.000000
OXO      ,3.000000
XO   O XO,2.000000
   XXXX X,-9.000000
OXOXO O X,9.000000
OXXOO  O ,6.000000
 OOOO X O,10.000000
 OO  OOO ,12.000000
OOX  OX O,2.000000
XXOOXOXO ,0.000000
XOXO OO X,1.000000
 XOX XO X,-2.000000
OXOXXO  X,-3.000000
 XXO X O ,-3.000000
OOX  OX X,-2.000000
 XOX XO O,2.000000
XX XOXOO ,1.000000
OXOXXO  O,9.000000
 OOOO X X,4.000000
XOXO OO O,5.000000
X    OOO ,4.000000
XXXX OOXX,-9.000000
 XOOXOOX ,-9.000000
OX XO XXX,-9.000000
XO   O O ,3.000000
 XXO X OO,1.000000
O  OXXOXX,9.000000
OXXOX O O,9.000000
O  OXXOXO,9.000000
OXOXO O O,9.000000
OXXOX O X,9.000000
  X OOXXX,-9.000000
XX OXO X ,-9.000000
 XXXXXXOO,-9.000000
OXXOX O  ,9.000000
XOXO OO  ,3.000000
XOX XO X ,-6.000000
XOX O OX ,0.000000
 XXXXXXOX,-9.000000
 OX OOO O,9.000000
XOOO XX O,1.000000
X O  O O ,4.000000
 OO  OOOX,7.000000
  OO XXOX,1.000000
 X  XOX X,-10.000000
 OOOO X  ,7.000000
  X OOXXO,2.000000
 OX OOO X,5.000000
 OO  OOOO,9.000000
  OO XXOO,3.000000
XOXX    O,-2.000000
OX XO XXO,9.000000
XX  X XX ,-9.000000
OXX OX OO,9.000000
XXXOXX XO,-9.000000
OOX  OX  ,0.000000
 X X XXXX,-9.000000
XXXOXX XX,-9.000000
O XXXOXX ,-9.000000
OXX OX OX,-9.000000
XOXX     ,-5.000000
XOOO XX X,-3.000000
O  OXXOX ,9.000000
OX XO XX ,0.000000
XX OXO XO,-9.000000
 X X XXXO,-7.000000
XX OXO XX,-9.000000
OX  X  XX,-9.000000
O XXXOXOO,-9.000000
 X  X O O,0.000000
O XX O  X,-2.000000
  X O OOX,1.000000
XOOOOX XO,2.000000
OX  X  XO,-9.000000
O XXXOXOX,-9.000000
  X OOXX ,-1.000000
 XOXX  X ,-9.000000
  X O OOO,9.000000
  XO OOO ,6.000000
O XX O  O,2.000000
X O  O OX,0.000000
XOXX    X,-8.000000
X O  O OO,9.000000
XOOO XX  ,-1.000000
O XXX OOX,-4.000000
 O O XXOX,-1.000000
XX  X XXX,-9.000000
 X X XXX ,-11.000000
O XXX OOO,9.000000
XOX XO OX,-9.000000
 XXXXXXX ,-9.000000
 O O XXOO,3.000000
XXXOXX X ,-9.000000
XXOXOX X ,-1.000000
 X  X O  ,-3.000000
OXX OX O ,2.000000
XOX XO OO,-1.000000
XOX O OXX,-1.000000
O XX O   ,0.000000
XOX O OXO,1.000000
XX  X XXO,-9.000000
XOOOOX XX,0.000000
 XOXX  XX,-9.000000
 XOOXOOOX,0.000000
  XO OOOO,9.000000
OOX   O  ,4.000000
 XOOXOOOO,9.000000
OXOXXO   ,0.000000
XX XOXOOO,9.000000
XX XOXOOX,-2.000000
XO   O OO,6.000000
O   OX  X,1.000000
 OXX  XO ,-4.000000
OX  X  X ,-9.000000
  XO OOOX,3.000000
O XXX OO ,-1.000000
O   OX  O,9.000000
 XOXX  XO,-9.000000
XXOXOX XO,0.000000
XXOXOX XX,-2.000000
 XO OO   ,7.000000
O   OX   ,5.000000
XO   O OX,0.000000
XOOOOX X ,1.000000
 X  X O X,-6.000000
  X O OO ,5.000000
OXX OX XX,-9.000000
XXOO O   ,3.000000
 OOOXX O ,3.000000
OXXO XXOO,0.000000
 X  O   O,5.000000
  XXXO  O,-4.000000
  XXO O O,4.000000
OXOO OO X,9.000000
 XOO OXXX,-9.000000
X X   O X,-6.000000
XXXX OO O,-9.000000
OXXO XXOX,-9.000000
OXOO OO O,9.000000
 X  O   X,-1.000000
 OXXOOO X,2.000000
 XOO OXXO,9.000000
XXO   X O,-1.000000
X X   O O,0.000000
 O OXXO  ,2.000000
OXXOO  X ,4.000000
XXO   X X,-7.000000
 OXXOOO O,6.000000
  OOO    ,9.000000
XXXX OO X,-9.000000
   XOOOX ,4.000000
  XXO O X,-2.000000
XXO   X  ,-4.000000
XO  OOOOX,9.000000
XXXX OO  ,-9.000000
OOO XXX  ,9.000000
O XO O XX,0.000000
  XXXO   ,-6.000000
  OO XXXX,-9.000000
  XX   X ,-7.000000
O XO O XO,4.000000
OXOX     ,1.000000
 O OXXO O,5.000000
OXX OX X ,0.000000
 O OXXO X,-1.000000
XXXOOXXXO,-9.000000
  OO XXXO,1.000000
   XOOOXO,6.000000
XXOO O  O,9.000000
O X   XX ,-5.000000
 XXXXXXXO,-9.000000
OXXXXXO  ,-9.000000
OXXO XXO ,-3.000000
   XOOOXX,2.000000
  XXO O  ,1.000000
 X  O    ,2.000000
XXOO O  X,-1.000000
  O OX   ,5.000000
XXXOOXXXX,-9.000000
XO  OOOOO,9.000000
 XO  XOX ,0.000000
OXOO OO  ,9.000000
OXXXXXO O,-9.000000
O X   XXO,-1.000000
  O OX  X,3.000000
XXXOOXXX ,-9.000000
 XXXXXXXX,-9.000000
OOOO X OO,9.000000
O X   XXX,-9.000000
  O OX  O,7.000000
XO  OOOO ,9.000000
OXXXXXO X,-9.000000
OOOO X OX,9.000000
O XXXOXO ,-9.000000
  OO XXX ,-2.000000
OXOX    O,4.000000
 OXXOOO  ,4.000000
OXX OX XO,9.000000
OOXX XOOO,9.000000
  OX  OXO,4.000000
 XXO X  X,-9.000000
OXOOO OXO,9.000000
 XXOOOX X,9.000000
XXXOXX OO,-9.000000
 OOOOXXXX,-9.000000
 XOO  OO ,8.000000
O  OOX OO,9.000000
OOOOX X  ,9.000000
OX  O XOO,9.000000
OOOO X X ,9.000000
X XXO XO ,-9.000000
XXXOXX OX,-9.000000
XOX XO XX,-9.000000
OX X XOOO,9.000000
 X X  X X,-10.000000
 XXO X  O,-1.000000
OXOOO OXX,9.000000
OX X XOOX,-3.000000
XOX XO XO,-3.000000
O O OXXOO,9.000000
OOOOX X O,9.000000
OX X XOO ,1.000000
 X X  X O,-4.000000
  OX  OX ,2.000000
OX  O XOX,0.000000
OOXX XOOX,-9.000000
O O OXXOX,4.000000
O  OOX OX,4.000000
 XXOOOX O,9.000000
XOOOOX   ,4.000000
 OOOOXXXO,4.000000
 OOOOXXX ,1.000000
 XOO OXX ,0.000000
 XOO  OOX,4.000000
 XOXX    ,-5.000000
O X X OXX,-3.000000
XO O X   ,-1.000000
 XXO X   ,-5.000000
XOOXXOOOO,9.000000
O X X OXO,-1.000000
 XXOOOX  ,9.000000
OXOOO OX ,9.000000
  XX   OO,0.000000
OOO XXX O,9.000000
X    OOOX,0.000000
XXXOXX O ,-9.000000
OOO XXX X,9.000000
  XX   OX,-6.000000
XOXX X X ,-9.000000
X    OOOO,9.000000
OXXOO  OO,9.000000
XOXXOXOXO,-6.000000
O O OXXO ,6.000000
O  OOX O ,8.000000
 XOO  OOO,9.000000
XO O X  O,2.000000
OXXOO  OX,2.000000
  OX  OXX,0.000000
XOXXOXOXX,-9.000000
XO O X  X,-4.000000
OX  O XO ,3.000000
OOXX XOO ,1.000000
XOOXXOOO ,2.000000
XO OXXXOX,-9.000000
 XX OXO O,3.000000
  XX   O ,-3.000000
OOXXOO XX,-2.000000
XO OXXXOO,-2.000000
 XX OXO X,-9.000000
O XO O OX,4.000000
 XX X X  ,-9.000000
OXXO XXXO,-2.000000
 XOXO XXX,-9.000000
 XOXX   O,-2.000000
X XOXOOO ,-2.000000
  XO OO O,6.000000
O XO O OO,8.000000
 XOXX   X,-8.000000
O X X OX ,-2.000000
 XXOXO   ,-6.000000
  OOXXOXX,-1.000000
X X  OX X,-9.000000
 XOO OXOX,1.000000
XOXXOXOX ,-2.000000
 XX X X O,-9.000000
X XOXOOOO,9.000000
 XOO OXOO,9.000000
  OOXXOXO,1.000000
OXO X XX ,-9.000000
OXXO XXX ,-7.000000
 OXO O OO,7.000000
  XO OO X,2.000000
OOXXOO XO,9.000000
OOXOOX   ,4.000000
 XX OXO  ,-1.000000
 OXO O OX,3.000000
OO   OOO ,12.000000
XOOXXOOOX,-9.000000
 XO  XOO ,4.000000
X X  OX O,-5.000000
 XXOO O  ,3.000000
XXOOOOO X,9.000000
OX O  OXO,9.000000
XXXOOXXOX,-9.000000
OO OX  O ,4.000000
O OXXX  X,-9.000000
XOOOOX  X,3.000000
OOXOOX  X,-9.000000
OXOXX XO ,-1.000000
O OXXX  O,-9.000000
OOXXOO X ,1.000000
 X XOX XX,-5.000000
XOOOOX  O,5.000000
  OX OXXX,-9.000000
 XX X X X,-9.000000
OOOOX X X,9.000000
OX O  OXX,9.000000
OXOXOXOO ,9.000000
X XOXOOOX,-9.000000
OOXOOX  O,9.000000
OXO X XXX,-9.000000
 XO  XOOO,9.000000
X X  OX  ,-7.000000
 X XOX XO,1.000000
OXO X XXO,-9.000000
 OXO O O ,5.000000
XXXOOXXOO,-9.000000
O OXXX   ,-9.000000
 XO  XOOX,1.000000
OX OOO O ,9.000000
 XOOXOO O,9.000000
OXOOXO XO,-9.000000
OO OX  OX,2.000000
O XOOOOXO,9.000000
XXO XOX O,9.000000
OX O  OX ,9.000000
OX   XOXO,2.000000
OO OX  OO,6.000000
XXO X O X,-9.000000
OO OOXXXX,-9.000000
  OX  OOX,2.000000
XOXXXO OX,-9.000000
 XOOXOO X,-2.000000
OX  O XX ,1.000000
XXO X O O,1.000000
O XOXXXO ,-9.000000
OX   XOXX,-2.000000
  OX OXX ,-2.000000
  OX  OOO,9.000000
XX XOXO O,2.000000
XOXXXO OO,-2.000000
OOXX XOXX,-9.000000
 OOOOXXOX,9.000000
OXOXOXOOX,9.000000
X X O XXX,-9.000000
OX  O XXO,9.000000
OO OOXXXO,9.000000
  OX OXXO,9.000000
 OOOOXXOO,9.000000
XX OXO  O,-2.000000
OXOXOXOOO,9.000000
O OO XO  ,9.000000
 OX   XO ,-2.000000
OX  O XXX,-9.000000
XX XOXO  ,0.000000
XX OXO  X,-9.000000
OOXX XOXO,0.000000
OOOO X O ,9.000000
XXO XOX X,-9.000000
X X O XXO,-3.000000
O XOOOOX ,9.000000
OXOOXO XX,-9.000000
OX   XOX ,0.000000
X X   O  ,-3.000000
O  OXXO O,9.000000
XOXX X OX,-9.000000
OXXOO  XO,9.000000
OX OOO OX,9.000000
XXO X O  ,-3.000000
XOXXOXOOX,9.000000
XOXX X OO,-1.000000
   O X OO,5.000000
X    OOXX,-2.000000
OXXOO  XX,0.000000
 XXOO O O,6.000000
 O O XX  ,-1.000000
OX OOO OO,9.000000
  OOO   X,6.000000
O OO XO X,9.000000
XOOXXOOX ,0.000000
X    OOXO,2.000000
 XOO OXO ,4.000000
XOXXOXOOO,9.000000
 XOXO XX ,-2.000000
O OO XO O,9.000000
O XOXXXOX,-9.000000
OXXO XXXX,-9.000000
O X X OOO,9.000000
  XO OO  ,4.000000
O XOXXXOO,-9.000000
 XOXO XXO,2.000000
  OOO   O,12.000000
OOXX XOX ,-3.000000
X X O XX ,-6.000000
XOXXXO O ,-5.000000
 XOOXOO  ,2.000000
O XO O X ,2.000000
O XOOOOXX,9.000000
OXOOXO X ,-9.000000
X    OOX ,0.000000
 XXOO O X,0.000000
 OX   XOX,-4.000000
 O O XX X,-4.000000
  OOXXOX ,0.000000
XO OXXXO ,-5.000000
 OOOOXXO ,9.000000
O X X OOX,-1.000000
O  OXXO X,9.000000
 O O XX O,2.000000
 OX   XOO,0.000000
XOXX X O ,-5.000000
  XXXO  X,-8.000000
   O X O ,2.000000
  OOXXOOO,9.000000
O XX  XOO,0.000000
 X OX OO ,2.000000
 O XXOOXX,-1.000000
OO   OOX ,8.000000
 X XXXOX ,-9.000000
O OXOXX X,1.000000
 O XXOOXO,3.000000
XOX      ,-3.000000
O XX  XOX,-4.000000
OOX XOOO ,4.000000
  OOXXOOX,1.000000
XXOXXXOXO,-9.000000
O OXOXX O,9.000000
 X  XXOOX,-6.000000
O XXO  OX,0.000000
OXXXOX OX,-9.000000
XOX     O,0.000000
O XXO  OO,9.000000
OOX XOOOO,9.000000
OXX XXOO ,0.000000
XXOXXXOX ,-9.000000
X X X  O ,-8.000000
X O XXX  ,-8.000000
XOX     X,-6.000000
XOOXXOOXX,-9.000000
OOX XOOOX,2.000000
XOXXOXOO ,9.000000
X  X OOO ,3.000000
O X X OO ,2.000000
OXXOXOXOO,-9.000000
OXXXOX OO,9.000000
XOOXXOOXO,9.000000
OXXOXOXOX,-9.000000
XX XX X O,-9.000000
 O XXOOX ,1.000000
OXOXOXOX ,9.000000
O  O XXXX,-9.000000
O OXOXX  ,4.000000
 X OXOXX ,-9.000000
  OX  OO ,6.000000
OX O  OOX,9.000000
    XXX  ,-9.000000
 X  XXOO ,-2.000000
O XXO  O ,4.000000
 OXX  X O,-3.000000
X XXO XXO,-9.000000
X OOOXO  ,9.000000
XX O   O ,-1.000000
XX XX X X,-9.000000
OO OOXXX ,1.000000
X XXO XXX,-9.000000
O XX  XO ,-2.000000
XO X O XX,-6.000000
XXO XOX  ,-5.000000
XXOXXXOXX,-9.000000
XX O   OO,2.000000
X XXO XX ,-9.000000
OXXOXOXO ,-9.000000
X  X OOOO,9.000000
 OXX  X  ,-6.000000
XX XOXO X,-2.000000
OXXXOX O ,1.000000
OO OX  X ,2.000000
 XO O XO ,2.000000
X  X OOOX,-1.000000
XX X X XO,-8.000000
OOXO  OXO,9.000000
 X  XXOOO,9.000000
XX O   OX,-4.000000
 OOX OOO ,10.000000
 X OXOXXX,-9.000000
OX OXOO  ,9.000000
OX O  OOO,9.000000
OOXO  OXX,9.000000
 X OXOXXO,-9.000000
XX X X XX,-14.000000
XXX  OOO ,-9.000000
O XOXXXX ,-9.000000
OX OXOO X,9.000000
OXOXX XOX,-2.000000
X OOOXO O,9.000000
O XOOOOOX,9.000000
X OOX X  ,-3.000000
OX O  OO ,9.000000
    XXX X,-12.000000
XXOOOOO  ,9.000000
X XX XOOO,9.000000
 OX OOOOX,9.000000
XXXOOXXO ,-9.000000
OXOXOXOXX,9.000000
XX   X X ,-9.000000
O  O XXX ,-3.000000
    XXX O,-6.000000
X XXX  OO,-6.000000
O XOOOOOO,9.000000
X OXXXX O,-9.000000
OXOXOXOXO,9.000000
XO X O X ,-3.000000
OX OXOO O,9.000000
 XOOOO O ,9.000000
X XXX  OX,-9.000000
 XO O XOO,4.000000
X OXXXX X,-9.000000
X XX XOOX,-9.000000
X OOOXO X,9.000000
XX XX X  ,-9.000000
 XOX XOO ,2.000000
X XXX  O ,-10.000000
 OOX OOOO,9.000000
 XOXO XO ,0.000000
 XO O XOX,0.000000
X OXXXX  ,-9.000000
XO X O XO,0.000000
X XX XOO ,-4.000000
OOXXXOOOX,-6.000000
XOXXXO XO,-4.000000
 XOX XOOX,-1.000000
 OXX  X X,-9.000000
 XOX XOOO,9.000000
OO OX  XX,0.000000
O  O XXXO,1.000000
XX X X X ,-11.000000
  OX OXOO,9.000000
OO OOXXOO,9.000000
X XOOO X ,9.000000
OXXOX OO ,9.000000
OO OX  XO,4.000000
 OOX OOOX,5.000000
XXOOOOO O,9.000000
OXOXX XOO,0.000000
OO OOXXOX,9.000000
  OX OXOX,-1.000000
XOXXXO XX,-9.000000
 OX OOOO ,9.000000
   OX X O,-2.000000
X XOOO XO,9.000000
O XOXXXXX,-9.000000
   OX X X,-8.000000
 XXOXO  O,-4.000000
 OOOXX XO,3.000000
XX   X XX,-12.000000
 X OX OOO,9.000000
 XXOXO  X,-8.000000
 OOOXX XX,-1.000000
OXX XXOOO,9.000000
 X OX OOX,-2.000000
OOXXXOOOO,9.000000
